Customer ID,Name,Age,Gender,Annual Income,Total Spending,Purchase Frequency,Last Purchase Date,Average Order Value,Discount Usage,Preferred Category,Customer Satisfaction
CUST01259,Aditi Singh,38,Male,72574.95,16667.57,9,2026-07-06,2557.42,57.84,Beauty,7.0
CUST01260,Riya Mehta,42,Female,34174.26,19672.7,11,2026-06-24,2306.79,39.97,Sports,6.0
CUST01261,Tanvi Yadav,32,Female,18000.0,16720.34,11,2026-04-11,1749.76,33.34,Books,8.0
CUST01262,Sneha Mehta,36,Male,28103.8,21086.99,7,2026-05-20,2262.3,31.28,Sports,7.0
CUST01263,Suraj Mehta,30,Male,37727.26,9759.53,5,2026-08-03,2729.78,47.04,Electronics,5.0
CUST01264,Rohan Mehta,31,Female,56190.08,14659.14,9,2026-07-25,1878.06,66.39,Beauty,5.0
CUST01265,Ananya Pandey,30,Male,47897.45,10119.47,4,2026-07-05,1926.47,0.0,Home & Kitchen,7.0
CUST01266,Yash Agarwal,18,Female,18057.72,25457.06,16,2026-04-28,2044.16,65.08,Home & Kitchen,3.0
CUST01267,Aditya Malhotra,18,Female,51782.11,14069.49,7,2026-03-20,2027.66,54.31,Electronics,7.0
CUST01268,Varun Mishra,36,Female,59208.17,14150.47,6,2026-05-11,2394.19,18.44,Home & Kitchen,6.0
CUST01269,Ananya Rai,44,Female,56354.25,37377.26,12,2026-05-18,2902.57,38.1,Electronics,4.0
CUST01270,Suraj Gupta,43,Female,43103.92,16312.84,8,2026-05-18,1668.27,17.08,Home & Kitchen,7.0
CUST01271,Pooja Mehta,48,Male,37198.65,14598.89,7,2026-05-09,1731.18,48.54,Beauty,5.0
CUST01272,Ayush Shukla,40,Female,66755.13,14360.7,6,2026-08-01,2929.55,41.25,Fashion,4.0
CUST01273,Karan Yadav,34,Female,61026.5,6572.03,4,2026-06-18,1788.46,27.89,Books,4.0
CUST01274,Manish Agarwal,30,Female,23023.54,25393.33,11,2026-07-22,1925.31,26.36,Sports,5.0
CUST01275,Sakshi Singh,42,Male,31996.27,19699.51,10,2026-08-08,2554.53,6.04,Books,7.0
CUST01276,Riya Mehta,18,Female,70352.72,17845.19,10,2026-08-06,2444.46,50.24,Home & Kitchen,9.0
CUST01277,Ankit Sinha,30,Male,45075.72,25667.81,10,2026-05-21,2094.62,53.62,Beauty,5.0
CUST01278,Sakshi Jaiswal,36,Male,41420.82,15240.78,6,2026-05-13,2376.66,70.69,Home & Kitchen,7.0
CUST01279,Aditi Singh,24,Female,105381.99,23656.75,6,2026-07-04,3579.5,54.27,Fashion,5.0
CUST01280,Vikas Sharma,38,Male,56741.59,11275.12,4,2026-06-25,2217.62,58.7,Fashion,9.0
CUST01281,Isha Jaiswal,29,Male,31068.13,16039.15,10,2026-02-24,1658.51,16.18,Sports,7.0
CUST01282,Sakshi Agarwal,52,Female,41464.64,25071.84,13,2026-07-20,2450.68,29.71,Home & Kitchen,8.0
CUST01283,Yash Chauhan,23,Female,29857.08,18976.89,11,2026-05-23,1334.29,31.99,Books,6.0
CUST01284,Rahul Sharma,18,Female,85787.65,19412.63,6,2026-05-23,2408.75,11.06,Sports,9.0
CUST01285,Varun Sinha,40,Female,22987.33,17843.03,11,2026-05-18,1304.62,57.18,Electronics,6.0
CUST01286,Aditi Sharma,26,Female,23143.64,28989.74,11,2026-07-04,2057.72,5.23,Books,7.0
CUST01287,Isha Sharma,54,Female,27212.64,23465.37,12,2026-08-03,2690.53,3.6,Fashion,7.0
CUST01288,Krishna Agarwal,31,Female,35345.12,31085.97,12,2026-04-22,2269.27,32.13,Books,5.0
CUST01289,Manish Shukla,31,Female,32444.6,12913.8,6,2026-08-02,2303.84,76.75,Fashion,8.0
CUST01290,Arjun Shukla,32,Male,39647.55,15798.9,11,2026-06-24,1461.98,34.3,Beauty,6.0
CUST01291,Ananya Sinha,24,Female,56803.4,15572.41,5,2026-06-29,2515.79,13.19,Books,6.0
CUST01292,Aditya Sharma,46,Male,67407.85,12002.55,9,2026-08-03,1792.51,38.24,Fashion,6.0
CUST01293,Ananya Singh,18,Female,71318.35,22759.92,10,2026-07-24,2049.43,68.11,Fashion,7.0
CUST01294,Vikas Chauhan,29,Female,41352.41,7525.19,3,2026-07-24,2003.34,42.87,Sports,7.0
CUST01295,Manish Shukla,28,Male,18000.0,17989.52,7,2026-07-01,2654.68,40.37,Beauty,7.0
CUST01296,Ankit Chauhan,31,Female,71730.58,19767.53,7,2026-05-16,3142.19,56.02,Sports,6.0
CUST01297,Varun Tiwari,21,Male,63959.81,18733.11,6,2026-06-12,2960.66,47.87,Books,8.0
CUST01298,Pooja Srivastava,23,Female,74176.33,13037.7,6,2026-06-01,2317.6,26.67,Electronics,6.0
CUST01299,Sameer Srivastava,18,Male,49500.08,20869.96,6,2026-08-05,3319.95,18.24,Electronics,7.0
CUST01300,Aditya Kumar,60,Female,55258.63,12787.35,6,2026-06-29,1610.64,54.13,Books,5.0
CUST01301,Aditya Rai,27,Female,63745.38,15886.11,8,2026-07-22,2035.73,51.91,Sports,5.0
CUST01302,Rohan Singh,18,Male,46626.54,4129.64,9,2026-06-07,558.44,65.66,Books,9.0
CUST01303,Vikas Agarwal,26,Female,35464.58,21681.53,12,2026-06-22,1674.31,20.1,Sports,10.0
CUST01304,Nikhil Malhotra,32,Male,45341.67,23145.68,13,2026-06-10,1820.1,22.0,Sports,6.0
CUST01305,Suraj Sinha,26,Female,41654.32,28500.9,10,2026-08-06,3016.89,37.08,Home & Kitchen,7.0
CUST01306,Yash Sinha,24,Male,25825.01,16428.83,10,2026-06-09,2434.88,4.95,Books,7.0
CUST01307,Neha Mishra,34,Female,51373.11,9793.48,6,2026-07-25,2355.36,16.87,Sports,7.0
CUST01308,Isha Sharma,33,Male,61615.21,12396.59,5,2026-07-30,2234.78,63.87,Home & Kitchen,7.0
CUST01309,Nikhil Singh,54,Female,38050.73,9011.5,9,2026-07-05,1414.72,17.31,Home & Kitchen,6.0
CUST01310,Diya Pandey,40,Female,42237.84,5922.9,6,2026-05-06,1329.0,28.69,Home & Kitchen,8.0
CUST01311,Riya Mishra,27,Male,50754.25,13435.64,9,2026-04-22,1277.03,44.95,Sports,7.0
CUST01312,Kavya Mishra,31,Male,35111.15,17848.34,5,2026-08-08,3211.84,12.37,Home & Kitchen,6.0
CUST01313,Suraj Rai,28,Male,20576.48,15338.4,7,2026-06-02,2214.58,20.24,Electronics,8.0
CUST01314,Ananya Kumar,41,Female,50376.13,14731.64,5,2026-05-04,2200.64,24.53,Beauty,8.0
CUST01315,Ayush Mehta,41,Female,77662.6,16587.36,6,2026-08-04,2324.61,28.5,Books,7.0
CUST01316,Shreya Srivastava,23,Male,48114.22,8611.78,6,2026-07-12,1799.52,23.97,Electronics,7.0
CUST01317,Akash Verma,37,Female,63941.96,18750.47,12,2026-08-04,1325.49,25.66,Fashion,8.0
CUST01318,Isha Malhotra,28,Female,83066.25,12242.77,6,2026-08-01,2196.12,57.46,Books,7.0
CUST01319,Sameer Jaiswal,26,Male,127756.76,19775.0,7,2026-06-23,3084.53,34.21,Beauty,5.0
CUST01320,Varun Chauhan,34,Female,33930.14,20108.98,12,2026-05-26,2229.56,34.23,Electronics,8.0
CUST01321,Meera Jaiswal,24,Female,21399.86,18215.61,7,2026-08-05,2003.17,27.98,Books,7.0
CUST01322,Sakshi Verma,28,Female,105745.33,46636.98,10,2026-03-04,3524.47,28.56,Electronics,7.0
CUST01323,Manish Pandey,19,Female,56265.98,28816.63,7,2026-07-29,3120.27,62.07,Home & Kitchen,6.0
CUST01324,Akash Pandey,33,Female,39079.1,10981.86,6,2026-07-20,2186.85,13.6,Books,8.0
CUST01325,Sakshi Tiwari,53,Female,34978.98,18541.33,7,2026-06-22,2722.89,46.33,Books,5.0
CUST01326,Sakshi Mishra,25,Male,46431.86,27504.41,11,2026-06-08,2465.96,60.02,Home & Kitchen,6.0
CUST01327,Tanvi Singh,29,Male,58486.21,3910.18,8,2026-07-07,436.03,26.91,Electronics,4.0
CUST01328,Akash Mehta,36,Female,56228.67,16791.86,12,2026-08-05,1947.86,11.33,Home & Kitchen,8.0
CUST01329,Diya Yadav,41,Male,18000.0,20899.77,6,2026-07-31,3008.87,42.5,Electronics,7.0
CUST01330,Aditi Yadav,36,Male,40961.79,27882.48,14,2026-07-07,1837.99,42.12,Sports,7.0
CUST01331,Akash Singh,37,Male,40014.77,25891.87,13,2026-06-29,1738.47,68.39,Sports,5.0
CUST01332,Sneha Mishra,18,Male,30366.96,4972.11,3,2026-07-03,1814.96,36.78,Electronics,6.0
CUST01333,Meera Singh,33,Male,30317.1,5930.3,5,2026-07-07,1433.59,11.42,Books,9.0
CUST01334,Diya Chauhan,39,Female,31042.71,21389.91,12,2026-07-16,1375.5,45.42,Books,7.0
CUST01335,Sneha Singh,27,Female,47894.91,8567.23,4,2026-08-03,2580.07,40.67,Home & Kitchen,7.0
CUST01336,Karan Verma,48,Male,51025.68,16454.6,10,2026-07-12,1792.52,16.54,Home & Kitchen,7.0
CUST01337,Aditya Malhotra,34,Female,34575.07,27441.03,12,2026-08-06,2952.36,51.93,Fashion,7.0
CUST01338,Neha Gupta,24,Female,54527.41,16348.19,10,2026-06-11,2109.69,24.06,Fashion,9.0
CUST01339,Rohan Gupta,32,Female,47866.05,12664.15,7,2026-07-26,2253.37,53.55,Beauty,8.0
CUST01340,Aditya Singh,35,Female,32119.63,16579.15,9,2026-06-27,2550.36,36.73,Sports,8.0
CUST01341,Aarav Malhotra,38,Female,105070.2,47447.49,11,2026-03-10,3612.37,44.96,Fashion,9.0
CUST01342,Sakshi Jaiswal,29,Male,49537.62,34640.15,10,2026-06-29,2658.44,70.78,Home & Kitchen,5.0
CUST01343,Vikas Jaiswal,36,Male,40113.6,31258.04,10,2026-07-19,2741.84,49.44,Sports,9.0
CUST01344,Sneha Malhotra,30,Male,36213.94,40369.75,11,2026-07-11,3630.88,24.76,Beauty,9.0
CUST01345,Shreya Singh,26,Female,67454.65,15542.79,10,2026-07-19,1666.36,,Sports,9.0
CUST01346,Sameer Malhotra,37,Male,83051.07,12537.76,6,2026-07-12,3203.4,22.65,Electronics,8.0
CUST01347,Isha Jaiswal,33,Female,63321.74,23893.43,9,2026-05-15,3005.21,21.29,Electronics,8.0
CUST01348,Varun Agarwal,28,Male,37401.17,26904.42,11,2026-07-16,2700.37,96.43,Electronics,4.0
CUST01349,Isha Yadav,28,Female,82857.24,27268.11,8,2026-08-06,2882.91,21.91,Fashion,6.0
CUST01350,Sakshi Yadav,30,Male,116377.78,50423.47,12,2026-07-29,3165.89,32.35,Home & Kitchen,7.0
CUST01351,Rohan Srivastava,32,Female,57075.01,23873.94,7,2026-04-18,2669.67,13.57,Beauty,4.0
CUST01352,Meera Yadav,32,Male,51185.67,34633.22,13,2026-07-18,2098.29,73.36,Fashion,6.0
CUST01353,Shreya Tiwari,31,Male,27320.08,5884.24,7,2026-08-07,1070.61,33.8,Beauty,8.0
CUST01354,Pooja Sinha,43,Female,37317.79,17369.08,12,2026-07-27,2085.34,23.75,Beauty,6.0
CUST01355,Aarav Verma,38,Female,26076.13,11427.81,5,2026-07-18,1722.87,38.77,Home & Kitchen,8.0
CUST01356,Shreya Verma,18,Male,18000.0,29227.95,9,2026-06-05,3663.74,6.15,Beauty,9.0
CUST01357,Rohan Rai,28,Male,67884.3,14440.85,6,2026-04-22,3015.39,40.74,Beauty,6.0
CUST01358,Ayush Singh,36,Male,34178.98,28154.57,9,2026-08-04,2676.64,65.78,Electronics,8.0
CUST01359,Aarav Malhotra,24,Male,39604.71,14013.13,7,2026-08-04,2017.56,61.15,Sports,7.0
CUST01360,Rohan Kumar,38,Male,59088.99,32809.41,16,2026-08-03,2501.09,34.87,Electronics,8.0
CUST01361,Vikas Sinha,39,Male,69408.03,24810.23,9,2026-07-15,2522.45,37.8,Electronics,6.0
CUST01362,Tanvi Singh,34,Female,51813.74,22550.69,9,2026-07-09,2324.64,75.16,Electronics,8.0
CUST01363,Suraj Tiwari,28,Male,53113.92,28677.87,13,2026-07-26,2210.41,12.74,Electronics,6.0
CUST01364,Suraj Jaiswal,34,Male,49294.72,24212.18,10,2026-05-05,2553.09,18.76,Home & Kitchen,7.0
CUST01365,Rahul Shukla,26,Male,45433.16,38345.08,11,2026-07-28,2614.9,13.67,Fashion,7.0
CUST01366,Suraj Yadav,30,Female,25203.3,14997.08,6,2026-07-28,2023.08,36.03,Electronics,6.0
CUST01367,Akash Pandey,22,Male,30772.87,19999.81,9,2026-08-08,2511.38,89.86,Fashion,7.0
CUST01368,Kavya Shukla,36,Female,47079.21,8831.0,6,2026-06-29,1917.36,49.08,Fashion,6.0
CUST01369,Rahul Verma,18,Female,39588.91,23029.26,12,2026-06-23,2338.8,32.74,Fashion,7.0
CUST01370,Rohan Jaiswal,35,Male,54557.62,31926.95,10,2026-07-29,2652.32,23.66,Fashion,8.0
CUST01371,Aditya Sharma,48,Male,32175.32,17034.82,10,2026-05-10,1345.84,54.92,Electronics,6.0
CUST01372,Sameer Sinha,45,Male,60951.11,38164.8,11,2026-07-20,2672.37,25.25,Beauty,4.0
CUST01373,Arjun Kumar,41,Female,43250.39,16790.56,7,2026-06-22,2114.0,37.13,Books,8.0
CUST01374,Manish Tiwari,43,Female,32743.59,22704.12,9,2026-05-15,2482.56,30.36,Fashion,5.0
CUST01375,Sameer Malhotra,31,Male,60428.32,15120.57,8,2026-07-13,1770.74,75.03,Sports,7.0
CUST01376,Suraj Sinha,43,Male,51785.23,11862.59,4,2026-02-04,2723.19,,Home & Kitchen,7.0
CUST01377,Ayush Yadav,50,Female,56215.43,13481.24,8,2026-06-21,2579.85,64.33,Electronics,6.0
CUST01378,Varun Shukla,18,Male,48039.73,24694.73,10,2026-02-23,2279.7,43.22,Sports,9.0
CUST01379,Rohan Yadav,20,Male,53061.39,3785.93,3,2026-05-08,1294.4,35.61,Home & Kitchen,7.0
CUST01380,Suraj Kumar,23,Male,30809.5,5890.66,6,2026-05-14,1249.71,27.29,Books,7.0
CUST01381,Ankit Verma,30,Female,56850.16,19596.58,7,2026-07-15,2804.39,12.22,Electronics,7.0
CUST01382,Manish Pandey,25,Female,75052.72,10986.45,5,2026-06-10,2586.43,35.21,Home & Kitchen,7.0
CUST01383,Shreya Verma,39,Female,54318.27,10031.49,10,2026-06-20,1474.52,17.46,Sports,7.0
CUST01384,Aarav Malhotra,34,Male,51378.98,17462.91,11,2026-04-17,2087.13,31.72,Sports,8.0
CUST01385,Ayush Mehta,33,Male,37086.82,10328.95,9,2026-08-05,1640.45,18.02,Sports,9.0
CUST01386,Shreya Agarwal,18,Female,78708.12,23081.63,6,2026-07-13,4077.97,10.8,Fashion,7.0
CUST01387,Akash Tiwari,38,Male,30334.8,6196.39,3,2026-08-05,2351.68,51.45,Books,8.0
CUST01388,Krishna Tiwari,46,Female,18000.0,21720.46,12,2026-04-19,1437.77,62.06,Electronics,8.0
CUST01389,Aditi Chauhan,32,Female,59822.87,998.82,1,2026-07-13,942.67,65.89,Fashion,8.0
CUST01390,Meera Mishra,30,Male,68324.09,23251.45,8,2026-06-25,2236.54,14.36,Beauty,6.0
CUST01391,Shreya Yadav,32,Female,49630.9,11097.26,8,2026-08-08,1860.75,53.24,Books,7.0
CUST01392,Arjun Agarwal,44,Female,57227.76,23667.51,7,2026-06-23,2536.65,0.0,Fashion,5.0
CUST01393,Aditi Pandey,21,Male,42525.98,23784.92,11,2026-07-19,1905.84,61.93,Fashion,6.0
CUST01394,Meera Chauhan,34,Male,57047.52,23101.89,11,2026-06-03,1685.32,2.76,Fashion,9.0
CUST01395,Isha Mishra,21,Female,60649.77,16485.7,6,2026-07-02,3417.87,40.54,Books,7.0
CUST01396,Pooja Tiwari,33,Male,109989.87,33664.91,15,2026-06-03,2127.96,53.84,Electronics,8.0
CUST01397,Neha Yadav,35,Female,30310.22,9702.33,5,2026-06-22,1552.52,40.84,Sports,8.0
CUST01398,Diya Sharma,26,Female,62149.61,30497.52,11,2026-07-23,2243.32,31.23,Books,6.0
CUST01399,Ayush Tiwari,20,Female,39741.91,13979.56,11,2026-07-01,1090.57,17.22,Home & Kitchen,8.0
CUST01400,Vikas Kumar,19,Female,68403.09,21414.92,9,2026-08-07,2254.05,21.02,Sports,6.0
CUST01401,Aditi Verma,22,Male,26157.16,17660.19,7,2026-05-18,2676.97,0.0,Beauty,7.0
CUST01402,Krishna Malhotra,26,Male,33604.49,22920.17,9,2026-08-03,2686.41,59.21,Books,6.0
CUST01403,Ayush Singh,29,Male,31060.63,21896.67,7,2026-08-05,3235.82,37.36,Sports,7.0
CUST01404,Manish Yadav,30,Male,60150.18,21164.44,8,2026-08-03,2330.45,60.74,Fashion,8.0
CUST01405,Rohan Singh,23,Female,32003.39,7041.89,5,2026-08-02,1643.28,17.2,Electronics,6.0
CUST01406,Ankit Mehta,30,Female,63188.55,32163.81,10,2026-06-09,2876.07,48.79,Sports,7.0
CUST01407,Meera Kumar,36,Male,22793.85,6894.25,7,2026-06-26,738.58,46.43,Books,6.0
CUST01408,Varun Srivastava,32,Female,28268.07,31644.77,13,2026-05-20,3122.94,12.81,Books,5.0
CUST01409,Aarav Singh,47,Female,46430.09,15540.42,4,2026-07-13,3399.84,23.62,Beauty,9.0
CUST01410,Isha Chauhan,27,Female,64993.12,15625.93,8,2026-06-15,1911.86,77.23,Home & Kitchen,7.0
CUST01411,Aditya Agarwal,43,Male,59671.17,6994.18,3,2026-07-23,1940.59,29.85,Books,8.0
CUST01412,Yash Srivastava,34,Male,35559.02,20966.23,8,2026-05-01,2594.02,37.3,Electronics,4.0
CUST01413,Meera Verma,33,Male,71012.51,34877.72,12,2026-06-14,3165.86,22.66,Home & Kitchen,8.0
CUST01414,Pooja Singh,34,Female,53485.46,15075.37,12,2026-08-08,1625.86,55.97,Sports,7.0
CUST01415,Karan Tiwari,31,Male,31826.93,11586.86,6,2026-08-06,2585.6,64.6,Sports,6.0
CUST01416,Shreya Yadav,52,Male,41227.57,24153.32,9,2026-06-24,2430.17,0.0,Books,7.0
CUST01417,Vikas Pandey,30,Male,44258.13,14362.26,7,2026-07-31,2346.67,19.83,Sports,4.0
CUST01418,Aditya Srivastava,31,Female,33854.92,30712.23,13,2026-08-06,2799.14,32.54,Home & Kitchen,8.0
CUST01419,Nikhil Gupta,28,Female,56142.03,5957.84,4,2026-06-09,1503.96,31.86,Beauty,6.0
CUST01420,Kavya Singh,27,Female,49352.83,8130.33,6,2026-06-30,1402.19,46.86,Fashion,6.0
CUST01421,Krishna Mishra,18,Female,49938.47,21734.91,10,2026-04-17,3056.45,39.8,Home & Kitchen,10.0
CUST01422,Diya Gupta,29,Male,35607.66,12969.06,9,2026-08-03,1983.34,24.23,Books,7.0
CUST01423,Varun Yadav,41,Male,79820.89,20523.83,7,2026-06-26,2939.53,55.84,Sports,4.0
CUST01424,Sakshi Shukla,19,Male,72675.39,31733.47,12,2026-07-23,3092.14,9.91,Fashion,6.0
CUST01425,Meera Sharma,18,Female,72496.43,6874.96,5,2026-08-08,1540.28,42.69,Home & Kitchen,7.0
CUST01426,Varun Tiwari,29,Male,57573.15,6280.07,5,2026-04-17,1809.65,38.17,Sports,8.0
CUST01427,Karan Agarwal,31,Female,51074.23,25796.31,10,2026-07-06,2749.6,0.0,Beauty,7.0
CUST01428,Rahul Kumar,43,Female,60916.89,20855.69,13,2026-05-31,1652.87,32.35,Home & Kitchen,6.0
CUST01429,Ayush Malhotra,33,Male,46328.42,20488.52,5,2026-08-03,3407.69,18.19,Home & Kitchen,6.0
CUST01430,Aditi Kumar,30,Female,48493.05,30421.59,11,2026-05-25,2326.33,59.31,Home & Kitchen,5.0
CUST01431,Ankit Mishra,39,Female,31712.65,7840.9,5,2026-05-04,1618.1,63.91,Books,6.0
CUST01432,Ankit Kumar,18,Female,65768.65,14518.2,7,2026-04-13,2667.23,69.58,Fashion,9.0
CUST01433,Karan Kumar,22,Male,28682.12,28819.59,16,2026-07-20,2461.22,71.22,Beauty,6.0
CUST01434,Arjun Shukla,28,Female,22758.39,16553.75,9,2026-07-01,2023.95,33.91,Books,6.0
CUST01435,Kavya Kumar,18,Male,31290.96,5394.92,3,2025-12-02,1611.55,19.76,Home & Kitchen,7.0
CUST01436,Ankit Shukla,39,Female,53160.77,23161.51,10,2026-07-29,2253.27,37.95,Home & Kitchen,10.0
CUST01437,Krishna Malhotra,18,Male,24724.21,34792.7,14,2026-07-17,1920.1,41.58,Fashion,7.0
CUST01438,Ananya Sharma,51,Female,37266.76,37338.95,9,2026-08-08,3192.67,85.39,Books,7.0
CUST01439,Isha Malhotra,31,Female,43110.3,18608.58,10,2026-07-13,1686.98,40.67,Home & Kitchen,4.0
CUST01440,Shreya Mehta,18,Male,54854.37,31964.47,10,2026-03-27,2642.34,79.17,Home & Kitchen,4.0
CUST01441,Vikas Verma,33,Male,43737.0,13984.48,5,2026-06-21,2406.66,34.41,Fashion,6.0
CUST01442,Krishna Tiwari,34,Male,19549.47,15985.15,10,2026-05-14,1846.59,36.59,Beauty,7.0
CUST01443,Aditi Yadav,18,Female,46374.23,16949.1,8,2026-08-08,2964.22,33.66,Sports,5.0
CUST01444,Sneha Pandey,40,Male,31902.12,9151.19,5,2026-06-17,1529.15,43.86,Fashion,7.0
CUST01445,Varun Mehta,45,Male,43451.37,15945.71,11,2025-12-25,2045.99,5.76,Books,10.0
CUST01446,Krishna Yadav,26,Male,32726.15,20623.56,6,2026-08-06,2578.42,0.0,Beauty,9.0
CUST01447,Nikhil Verma,21,Female,20192.75,25175.54,13,2026-08-07,1806.14,28.22,Books,8.0
CUST01448,Sameer Chauhan,34,Female,31518.84,7880.96,4,2025-12-19,2122.44,19.33,Home & Kitchen,6.0
CUST01449,Isha Srivastava,25,Female,31276.93,13325.84,10,2026-07-13,1462.8,61.35,Home & Kitchen,9.0
CUST01450,Varun Shukla,37,Female,58992.43,22090.76,8,2026-07-31,2069.56,66.82,Electronics,6.0
CUST01451,Meera Chauhan,27,Male,69052.28,21053.34,10,2026-07-18,1815.73,20.86,Beauty,9.0
CUST01452,Shreya Chauhan,62,Female,32025.4,19158.46,10,2026-06-06,2505.51,48.91,Books,8.0
CUST01453,Rahul Singh,31,Female,51993.1,9095.05,4,2026-05-24,3041.02,12.22,Fashion,8.0
CUST01454,Varun Rai,30,Male,35195.26,21486.41,9,2026-08-01,2768.74,52.11,Home & Kitchen,8.0
CUST01455,Rahul Jaiswal,25,Male,68592.27,25691.56,7,2026-07-22,2816.3,68.25,Electronics,8.0
CUST01456,Yash Pandey,42,Male,85999.43,27166.47,8,2026-06-21,3625.59,29.33,Beauty,9.0
CUST01457,Sameer Kumar,22,Male,32915.81,20396.74,9,2026-07-08,2181.09,12.55,Fashion,9.0
CUST01458,Isha Shukla,36,Male,38101.65,14341.78,7,2026-07-07,1662.2,52.86,Beauty,6.0
CUST01459,Isha Sinha,20,Male,31262.11,15635.52,5,2026-07-17,2550.74,0.0,Beauty,6.0
CUST01460,Suraj Sharma,23,Female,38259.65,18753.64,11,2026-06-23,2112.18,10.91,Fashion,7.0
CUST01461,Rohan Malhotra,51,Female,31040.12,7277.84,6,2026-01-16,1410.24,48.27,Electronics,4.0
CUST01462,Neha Tiwari,34,Female,25073.38,22286.52,9,2026-06-28,2628.72,8.72,Electronics,6.0
CUST01463,Neha Singh,20,Male,27495.7,28444.8,8,2026-07-12,2999.74,55.82,Sports,7.0
CUST01464,Rahul Chauhan,35,Female,28977.7,14777.71,4,2026-07-29,3496.04,54.54,Home & Kitchen,7.0
CUST01465,Tanvi Gupta,36,Female,33207.74,23649.47,9,2026-08-07,1972.79,12.96,Home & Kitchen,6.0
CUST01466,Ankit Verma,34,Male,43889.72,22146.77,10,2026-07-09,1783.59,25.23,Fashion,6.0
CUST01467,Sameer Kumar,32,Female,59379.89,13344.98,7,2026-07-22,1959.87,43.33,Home & Kitchen,7.0
CUST01468,Kavya Chauhan,38,Male,31998.67,7199.3,5,2026-02-16,2095.8,33.07,Books,6.0
CUST01469,Isha Rai,24,Female,72562.49,24081.98,10,2026-08-07,3520.24,63.71,Books,5.0
CUST01470,Sneha Mishra,44,Male,62341.75,11382.54,4,2026-07-25,2818.28,45.41,Electronics,7.0
CUST01471,Varun Agarwal,25,Male,33073.68,23771.17,10,2026-07-21,2306.54,35.44,Books,
CUST01472,Sameer Srivastava,35,Female,55939.52,10820.82,10,2026-08-01,1288.16,5.28,Electronics,8.0
CUST01473,Aarav Kumar,45,Female,55893.07,17683.15,8,2026-04-30,1802.46,36.8,Sports,7.0
CUST01474,Neha Chauhan,53,Female,18000.0,22446.14,11,2026-06-23,2239.64,51.93,Home & Kitchen,7.0
CUST01475,Ananya Rai,47,Male,57555.84,9724.53,6,2026-06-28,2245.77,69.18,Fashion,7.0
CUST01476,Pooja Rai,23,Male,46024.96,31728.87,15,2026-07-25,1753.11,59.56,Sports,8.0
CUST01477,Yash Singh,21,Male,37915.89,24060.34,10,2026-07-07,2553.79,0.0,Electronics,6.0
CUST01478,Neha Srivastava,43,Male,58014.24,44811.17,10,2026-04-24,3456.62,74.09,Home & Kitchen,5.0
CUST01479,Meera Rai,34,Female,43856.37,7841.0,5,2026-06-08,2098.46,12.29,Home & Kitchen,5.0
CUST01480,Aarav Gupta,30,Male,32158.25,7177.81,5,2026-07-21,1251.66,48.42,Fashion,4.0
CUST01481,Ananya Tiwari,44,Male,37464.38,18166.17,12,2026-08-05,1211.3,38.14,Home & Kitchen,9.0
CUST01482,Aditya Chauhan,33,Male,97133.12,12201.97,7,2026-07-15,2187.43,46.66,Books,9.0
CUST01483,Sneha Malhotra,29,Male,26840.56,12278.59,7,2026-06-28,2490.13,59.08,Beauty,5.0
CUST01484,Aditi Rai,38,Male,112032.42,20479.86,11,2026-02-18,2364.36,27.65,Sports,6.0
CUST01485,Yash Pandey,23,Male,64847.6,25089.16,8,2026-07-19,3205.52,40.46,Electronics,7.0
CUST01486,Aarav Gupta,35,Male,23022.17,13897.52,7,2026-02-09,2305.47,45.83,Electronics,7.0
CUST01487,Arjun Mishra,40,Male,78084.49,5225.29,2,2026-08-02,2461.69,13.12,Books,7.0
CUST01488,Ananya Pandey,30,Female,55353.92,25254.18,14,2026-06-29,2690.41,52.23,Sports,8.0
CUST01489,Varun Rai,25,Female,33969.48,26593.17,8,2026-08-07,3707.74,17.31,Books,5.0
CUST01490,Aditya Gupta,26,Male,39398.17,14041.86,7,2026-08-08,1999.11,59.54,Sports,4.0
CUST01491,Sameer Yadav,19,Male,92197.66,19454.83,6,2026-08-06,3178.31,68.7,Home & Kitchen,8.0
CUST01492,Pooja Sharma,41,Male,66691.08,31909.16,11,2026-07-27,2264.22,44.26,Books,6.0
CUST01493,Yash Rai,32,Male,52851.85,2746.84,1,2026-06-05,2117.9,27.69,Books,9.0
CUST01494,Rahul Mishra,41,Female,50694.47,19656.25,10,2026-07-30,2168.31,33.54,Beauty,5.0
CUST01495,Kavya Jaiswal,37,Male,43930.4,17176.55,10,2026-05-15,2211.78,45.4,Beauty,9.0
CUST01496,Manish Gupta,27,Male,108997.11,18231.19,8,2026-08-08,2256.39,45.11,Home & Kitchen,7.0
CUST01497,Nikhil Kumar,19,Male,68063.64,23237.15,8,2026-07-30,2975.67,43.45,Beauty,7.0
CUST01498,Pooja Verma,29,Female,25840.81,4839.91,6,2026-04-29,705.54,32.03,Electronics,6.0
CUST01499,Krishna Sinha,39,Female,28202.37,16656.21,8,2026-06-09,2091.23,69.91,Beauty,5.0
CUST01500,Tanvi Mehta,31,Female,38525.56,63242.93,14,2026-07-15,3994.36,33.53,Fashion,7.0
CUST01501,Varun Chauhan,37,Female,39678.9,11391.73,5,2026-07-19,2669.69,32.02,Fashion,6.0
